Time,Conductivity (mS),Conductivity @25*C (mS),Temperature_1,Temperature_2
15:52:47,0.02,0.02,22.5,20.5
15:52:48,0.02,0.02,21.25,20.75
15:52:49,0.02,0.02,20.75,21.25
15:52:50,0.02,0.02,21.75,21.25
15:52:51,0.01,0.02,22.5,21
15:52:52,0.02,0.02,21.5,21
15:52:53,0.02,0.02,21,20.75
15:52:54,0.02,0.02,22,20.75
15:52:55,0.02,0.02,22.75,20.75
15:52:56,0.02,0.02,21.25,20.5
15:52:57,0.02,0.02,20.5,20.75
15:52:58,0.02,0.02,22.25,21
15:52:59,0.02,0.02,22.5,21
15:53:01,0.02,0.02,20.75,21
15:53:01,0.02,0.02,20.75,20.75
15:53:02,0.02,0.02,21.5,20.75
15:53:03,0.02,0.02,23.25,21
15:53:04,0.02,0.02,21.75,20.75
15:53:05,0.02,0.02,21,21
15:53:06,0.02,0.02,21.75,21
15:53:07,0.02,0.02,22.75,21
15:53:08,0.02,0.02,21.75,20.75
15:53:09,0.02,0.02,20.5,20.75
15:53:10,0.02,0.02,21.25,21.25
15:53:12,0.02,0.02,22.5,20.75
15:53:12,0.02,0.02,21.75,21
15:53:13,0.02,0.02,21,20.75
15:53:14,0.02,0.02,21.5,21.5
15:53:15,0.02,0.02,22.5,21
15:53:16,0.02,0.02,22,20.75
15:53:17,0.02,0.02,20.25,20.75
15:53:18,0.02,0.02,21.5,20.5
15:53:19,0.02,0.02,22.5,21
15:53:20,0.02,0.02,22,21
15:53:21,0.02,0.02,21,20.5
15:53:22,0.02,0.02,21.25,21
15:53:23,0.02,0.02,22.25,21.25
15:53:24,0.02,0.02,22,21
15:53:25,0.02,0.02,21.25,21
15:53:26,0.02,0.02,20.75,21
15:53:27,0.02,0.02,22,21.25
15:53:28,0.02,0.02,22.5,20.75
15:53:29,0.02,0.02,20.75,20.75
15:53:30,0.02,0.02,21.25,21.25
15:53:31,0.02,0.02,22.25,20.5
15:53:32,0.02,0.02,22.5,20.75
15:53:33,0.02,0.02,21,20.75
15:53:34,0.02,0.02,20.75,20.75
15:53:35,0.02,0.02,22.5,20.5
15:53:36,0.02,0.02,22.25,21
15:53:37,0.02,0.02,20.75,20.5
15:53:38,0.02,0.02,21,21
15:53:39,0.02,0.02,22.75,20.75
15:53:40,0.02,0.02,22,20.75
15:53:41,0.02,0.02,20.75,20.75
15:53:42,0.02,0.02,22,21.25
15:53:43,0.02,0.02,21.5,20.75
15:53:45,0.02,0.02,21,21
15:53:45,0.02,0.02,23,21
15:53:46,0.02,0.02,21,20.75
15:53:48,0.02,0.02,21.75,21.25
15:53:49,0.02,0.02,21.75,21
15:53:50,0.02,0.02,20.75,20.75
15:53:51,0.02,0.02,22.75,21
15:53:52,0.02,0.02,21,20.75
15:53:53,0.02,0.02,21.5,21.25
15:53:54,0.02,0.02,22.5,20.75
15:53:55,0.02,0.02,20.5,21
15:53:56,0.02,0.02,22,21
15:53:57,0.02,0.02,21.25,20.75
15:53:58,0.02,0.02,21.25,21.25
15:53:59,0.02,0.02,22.5,21.25
15:54:00,0.02,0.02,20.75,21
15:54:01,0.02,0.02,21.5,21
15:54:02,0.02,0.02,22.75,20.75
15:54:03,0.02,0.02,20.75,21.25
15:54:04,0.02,0.02,21.75,21.25
15:54:05,0.02,0.02,22.5,21.25
15:54:06,0.02,0.02,20.75,21
15:54:07,0.02,0.02,21.75,21
15:54:08,0.02,0.02,23,20.75
15:54:09,0.02,0.02,21,20.75
15:54:10,0.02,0.02,21.25,20.5
15:54:11,0.02,0.02,23,21
15:54:12,0.02,0.02,20.75,20.75
15:54:13,0.02,0.02,21.75,21.25
15:54:14,0.02,0.02,22.25,20.5
15:54:15,0.02,0.02,21,20.75
15:54:16,0.02,0.02,22,21
15:54:17,0.02,0.02,22.75,21
15:54:18,0.02,0.02,21,20.5
15:54:19,0.02,0.02,21.5,21
15:54:20,0.02,0.02,22.5,21
15:54:21,0.02,0.02,21,21.25
15:54:22,0.02,0.02,21.75,21
15:54:23,0.02,0.02,22.75,20.75
15:54:24,0.02,0.02,21.25,20.75
15:54:25,0.02,0.02,22.25,21.25
15:54:26,0.02,0.02,22,20.75
15:54:27,0.02,0.02,20.5,21.25
15:54:28,0.02,0.02,22.5,21
15:54:29,0.02,0.02,22,20.5
15:54:30,0.02,0.02,20.75,21
15:54:31,0.02,0.02,22.5,21
15:54:32,0.02,0.02,22.25,20.75
15:54:33,0.02,0.02,21,21
15:54:34,0.02,0.02,22.75,21
15:54:35,0.02,0.02,21.75,20.75
15:54:36,0.02,0.02,20.75,21
15:54:37,0.02,0.02,22.5,21.25
15:54:38,0.02,0.02,21.75,20.75
15:54:39,0.02,0.02,21,20.75
15:54:40,0.02,0.02,22.75,21
15:54:41,0.02,0.02,21.75,20.75
15:54:42,0.02,0.02,20.75,20.75
15:54:43,0.02,0.02,22.75,21
15:54:44,0.02,0.02,21.75,21
15:54:45,0.02,0.02,21,20.5
15:54:46,0.02,0.02,22,21.25
15:54:47,0.02,0.02,22,21
15:54:48,0.02,0.02,21,21.25
15:54:49,0.02,0.02,22.5,21.25
15:54:50,0.02,0.02,22,20.75
15:54:51,0.02,0.02,20.5,20.5
15:54:52,0.02,0.02,22,21.25
15:54:53,0.02,0.02,22.75,21
15:54:54,0.02,0.02,21,21.25
15:54:55,0.02,0.02,21.75,21.5
15:54:56,0.02,0.02,22.75,21
15:54:57,0.02,0.02,21,21
15:54:58,0.02,0.02,21.25,21
15:54:59,0.02,0.02,22.75,21
15:55:00,0.02,0.02,21.75,20.75
15:55:01,0.02,0.02,20.75,20.75
15:55:02,0.02,0.02,22,21
15:55:03,0.02,0.02,22.5,20.75
15:55:04,0.02,0.02,20.5,20.75
15:55:05,0.02,0.02,21.25,21.25
15:55:06,0.02,0.02,23,20.75
15:55:07,0.02,0.02,21,21
15:55:08,0.02,0.02,21,20.75
15:55:09,0.02,0.02,22.5,21
15:55:10,0.02,0.02,22,20.75
15:55:11,0.02,0.02,20.5,21
15:55:12,0.02,0.02,22.25,21.25
15:55:13,0.02,0.02,22.75,20.5
15:55:14,0.02,0.02,21.25,20.25
15:55:15,0.02,0.02,21.75,21.25
15:55:16,0.02,0.02,22.75,20.75
15:55:17,0.02,0.02,21.5,20.75
15:55:18,0.02,0.02,20.5,21
15:55:19,0.02,0.02,22.25,21.25
15:55:20,0.02,0.02,21.75,20.75
15:55:21,0.02,0.02,20.5,21
15:55:22,0.02,0.02,22.25,20.75
15:55:23,0.02,0.02,23,21
15:55:24,0.02,0.02,20.5,20.75
15:55:25,0.02,0.02,21.75,21
15:55:26,0.02,0.02,23,20.75
15:55:27,0.02,0.02,21.75,20.75
15:55:28,0.02,0.02,20.5,20.75
15:55:29,0.02,0.02,22.5,21
15:55:30,0.02,0.02,22.5,21
15:55:31,0.02,0.02,21.25,21
15:55:32,0.02,0.02,21.5,21
15:55:33,0.02,0.02,22.75,21.25
15:55:34,0.02,0.02,21.75,21
15:55:35,0.02,0.02,21,21.25
15:55:36,0.02,0.02,21.75,21
15:55:37,0.02,0.02,22.5,20.75
15:55:38,0.02,0.02,21.5,20.5
15:55:39,0.02,0.02,21,21
15:55:40,0.02,0.02,21.75,21.25
15:55:41,0.02,0.02,22.75,21.25
15:55:42,0.02,0.02,21.5,21
15:55:43,0.02,0.02,20.5,20.75
15:55:44,0.02,0.02,22.5,21
15:55:45,0.02,0.02,22,21
15:55:46,0.02,0.02,21.25,20.75
15:55:47,0.02,0.02,21.5,21.25
15:55:48,0.02,0.02,23.25,21.25
15:55:49,0.02,0.02,22,20.5
15:55:50,0.02,0.02,20.5,20.5
15:55:51,0.02,0.02,22.25,21.25
15:55:52,0.02,0.02,22.5,20.5
15:55:53,0.02,0.02,21.5,21
15:55:54,0.02,0.02,21,21
15:55:55,0.02,0.02,21.75,21.25
15:55:56,0.02,0.02,22.5,20.75
15:55:57,0.02,0.02,21.25,21
15:55:58,0.02,0.02,21,21
15:55:59,0.02,0.02,22.75,21.5
15:56:00,0.02,0.02,22,20.75
15:56:01,0.02,0.02,21.5,21
15:56:02,0.02,0.02,21.25,21
15:56:03,0.02,0.02,22.5,21.25
15:56:04,0.02,0.02,22.5,21
15:56:05,0.02,0.02,21,21
15:56:06,0.02,0.02,21.5,20.75
15:56:07,0.02,0.02,23,21
15:56:08,0.02,0.02,22,20.75
15:56:09,0.02,0.02,20.75,21
15:56:10,0.02,0.02,22.25,21.25
15:56:11,0.02,0.02,22.25,21
15:56:12,0.02,0.02,20.75,20.75
15:56:13,0.02,0.02,22.5,21
15:56:14,0.02,0.02,22.75,20.75
15:56:15,0.02,0.02,21,20.5
15:56:16,0.02,0.02,22,21
15:56:17,0.1,0.1,22.75,20.75
15:56:18,0.09,0.09,21,21.25
15:56:19,0.13,0.13,22,21.25
15:56:20,0.11,0.12,22.75,20.75
15:56:21,0.13,0.14,21.25,21
15:56:22,0.13,0.14,21.75,21.5
15:56:23,0.13,0.14,22.75,21
15:56:24,0.04,0.05,21.75,21
15:56:25,0.02,0.02,21,21
15:56:26,0.13,0.14,22.75,21.5
15:56:27,0.09,0.09,22,20.75
15:56:28,0.14,0.15,21,21.25
15:56:29,0.15,0.15,22,21
15:56:30,0.12,0.12,22.25,21
15:56:31,0.12,0.13,21,20.75
15:56:32,0.15,0.16,22,21.5
15:56:33,0.15,0.16,22.75,21.25
15:56:34,0.11,0.12,21.25,20.75
15:56:35,0.15,0.16,21.25,21
15:56:36,0.16,0.16,23,21.25
15:56:37,0.09,0.09,22.5,21
15:56:38,0.12,0.13,21,20.75
15:56:39,0.15,0.16,22.5,21
15:56:40,0.16,0.17,23,21
15:56:41,0.12,0.12,21.5,21.25
15:56:42,0.17,0.18,21.5,20.75
15:56:43,0.17,0.18,22.75,21.25
15:56:44,0.1,0.1,22,21.25
15:56:45,0.14,0.15,21,21
15:56:46,0.18,0.19,22.5,21
15:56:47,0.19,0.19,23.25,21.25
15:56:48,0.15,0.16,21.75,20.75
15:56:49,0.18,0.19,21,21
15:56:50,0.19,0.2,22.5,21.25
15:56:51,0.15,0.15,23.25,21.25
15:56:52,0.18,0.19,21.75,20.75
15:56:53,0.16,0.17,21,21.5
15:56:54,0.15,0.16,22.75,21.5
15:56:55,0.18,0.19,23.25,21.25
15:56:56,0.14,0.15,21.5,21
15:56:57,0.2,0.22,21.5,21.25
15:56:58,0.21,0.22,22.25,21.5
15:56:59,0.15,0.15,23,21.25
15:57:00,0.14,0.16,21.25,21
15:57:01,0.21,0.23,21.75,21
15:57:02,0.21,0.22,23,21.5
15:57:03,0.2,0.21,22,21.5
15:57:04,0.22,0.23,21.25,21
15:57:05,0.22,0.23,22.5,21.5
15:57:06,0.19,0.2,23.5,21.5
15:57:07,0.16,0.17,22,21.5
15:57:08,0.25,0.27,21,21.5
15:57:09,0.24,0.25,22.75,21
15:57:10,0.2,0.2,23.25,21.75
15:57:11,0.25,0.27,22,21.5
15:57:12,0.26,0.28,21.25,21
15:57:13,0.17,0.18,22.5,21.75
15:57:14,0.15,0.16,23.5,21.25
15:57:15,0.2,0.21,21.75,21.25
15:57:16,0.21,0.22,21.25,21.5
15:57:17,0.2,0.21,22.75,21.75
15:57:18,0.17,0.18,23.25,21.5
15:57:19,0.27,0.29,21.75,21.25
15:57:20,0.2,0.21,21,21.5
15:57:21,0.24,0.25,22.5,21.75
15:57:22,0.27,0.28,23.5,21.5
15:57:23,0.22,0.23,22.25,21.25
15:57:24,0.27,0.29,21.5,21.5
15:57:25,0.2,0.21,22,21.5
15:57:26,0.28,0.29,23,21.75
15:57:27,0.28,0.3,22.5,21.25
15:57:28,0.17,0.19,21,22
15:57:29,0.29,0.31,22.25,21.75
15:57:31,0.28,0.29,23.75,21.5
15:57:32,0.27,0.28,22.5,21.5
15:57:32,0.2,0.21,21.25,21.5
15:57:33,0.3,0.31,22.75,21.5
15:57:34,0.3,0.31,23.75,22
15:57:35,0.19,0.2,22.25,21.75
15:57:36,0.25,0.26,21.5,21.5
15:57:37,0.3,0.31,23,21.75
15:57:38,0.31,0.32,23.5,21.25
15:57:39,0.3,0.32,22.5,21.5
15:57:40,0.29,0.31,20.75,21.75
15:57:41,0.31,0.32,22.75,22
15:57:42,0.3,0.31,24,22
15:57:43,0.3,0.32,22.5,21.25
15:57:44,0.3,0.32,21.5,21.5
15:57:45,0.32,0.33,22.75,22
15:57:46,0.23,0.24,24,21.25
15:57:47,0.31,0.32,22.25,21.5
15:57:48,0.31,0.33,21.75,22
15:57:49,0.29,0.31,22.5,21.75
15:57:50,0.32,0.32,23.5,22
15:57:51,0.32,0.33,22.75,21.75
15:57:52,0.32,0.35,21.75,21.75
15:57:53,0.32,0.33,22.75,22
15:57:54,0.25,0.25,24,21.5
15:57:55,0.31,0.32,22.5,21.75
15:57:56,0.33,0.35,21.75,22
15:57:57,0.32,0.34,22.75,22.25
15:57:58,0.33,0.34,24,21.75
15:57:59,0.33,0.34,22.5,22
15:58:00,0.33,0.36,21.25,21.75
15:58:01,0.24,0.25,23,22.25
15:58:02,0.33,0.34,24,22
15:58:03,0.33,0.35,22,22
15:58:04,0.2,0.21,22,22.25
15:58:05,0.26,0.27,22.75,21.75
15:58:06,0.34,0.35,23.75,22
15:58:07,0.21,0.22,22,21.25
15:58:08,0.34,0.35,23,22.25
15:58:09,0.35,0.35,24,21.75
15:58:10,0.35,0.37,22.5,22
15:58:11,0.32,0.34,21.75,21.75
15:58:12,0.3,0.32,23,22
15:58:13,0.34,0.35,24,21.75
15:58:14,0.35,0.37,22.25,22
15:58:15,0.26,0.28,21.75,22
15:58:16,0.25,0.26,24,22
15:58:17,0.36,0.37,23.5,22.25
15:58:18,0.35,0.38,21.5,21.25
15:58:19,0.27,0.28,23.25,22.25
15:58:20,0.36,0.37,24,22
15:58:21,0.35,0.37,22.75,22.25
15:58:22,0.22,0.23,22,21.75
15:58:23,0.32,0.33,23.75,22.5
15:58:24,0.36,0.37,23.75,22
15:58:25,0.35,0.37,22.25,22.25
15:58:26,0.26,0.27,23,22
15:58:27,0.36,0.37,24.25,22.25
15:58:28,0.37,0.38,23.25,22
15:58:29,0.24,0.25,22.25,21.75
15:58:30,0.23,0.24,23.5,22.25
15:58:31,0.37,0.37,24.25,22.5
15:58:32,0.3,0.32,22.25,22.25
15:58:33,0.36,0.37,23,22.25
15:58:34,0.37,0.37,24.25,22.25
15:58:35,0.37,0.39,23,21.75
15:58:36,0.35,0.37,22,22
15:58:37,0.35,0.36,23.75,22.5
15:58:38,0.29,0.3,23.25,21.75
15:58:39,0.38,0.4,21.75,21.75
15:58:40,0.38,0.39,23.75,22.75
15:58:41,0.37,0.38,24,22
15:58:42,0.38,0.4,22.5,22.25
15:58:43,0.31,0.33,23,22.75
15:58:44,0.37,0.38,24.25,22.25
15:58:46,0.38,0.4,22.75,22.25
15:58:46,0.38,0.4,23,22.5
15:58:47,0.34,0.35,24,22.75
15:58:48,0.34,0.35,23,22.25
15:58:49,0.37,0.39,22,22.25
15:58:50,0.39,0.4,23.75,22.75
15:58:51,0.38,0.39,23.75,22.5
15:58:52,0.29,0.3,22.5,22
15:58:53,0.39,0.4,23.75,22.75
15:58:54,0.39,0.39,24.25,22.75
15:58:55,0.39,0.4,23.25,22.5
15:58:56,0.39,0.41,22.75,22.75
15:58:57,0.39,0.39,24.75,22.75
15:58:58,0.28,0.29,23.5,22
15:58:59,0.37,0.39,22.25,22.5
15:59:00,0.4,0.41,24,22.75
15:59:01,0.28,0.29,24,22.5
15:59:02,0.39,0.41,22.5,22.5
15:59:03,0.4,0.41,23.75,22.5
15:59:04,0.4,0.4,24.5,22.5
15:59:05,0.34,0.36,23,22.75
15:59:06,0.38,0.39,23.25,23
15:59:07,0.4,0.4,24.5,22.75
15:59:09,0.4,0.41,23.5,22.75
15:59:09,0.4,0.42,22.5,22.5
15:59:10,0.39,0.39,24.5,22.75
15:59:11,0.4,0.41,23.75,22.75
15:59:12,0.27,0.28,22.25,22.5
15:59:13,0.28,0.28,24,22.5
15:59:15,0.41,0.42,24,23
15:59:15,0.4,0.42,22.75,22.5
15:59:16,0.28,0.29,23.5,22.75
15:59:17,0.31,0.32,24.75,23
15:59:18,0.41,0.43,23.25,22.75
15:59:19,0.41,0.42,23.5,23
15:59:20,0.38,0.38,24.75,22.5
15:59:21,0.41,0.43,23.5,22.75
15:59:22,0.41,0.42,23,23
15:59:23,0.42,0.42,24.5,23
15:59:24,0.41,0.42,24,23
15:59:25,0.42,0.44,22.5,22.5
15:59:26,0.42,0.43,24.25,22.75
15:59:27,0.37,0.37,25,23.25
15:59:28,0.42,0.43,23.5,22
15:59:29,0.42,0.43,23.5,23
15:59:30,0.34,0.34,25,23
15:59:32,0.35,0.36,24,22.5
15:59:32,0.42,0.44,23,22.5
15:59:33,0.42,0.43,24.25,22.75
15:59:34,0.37,0.37,25,22.75
15:59:35,0.43,0.44,23.5,23
15:59:36,0.43,0.44,23.75,23
15:59:37,0.43,0.42,25.25,23
15:59:38,0.42,0.44,23,22.75
15:59:39,0.43,0.44,23.25,22.75
15:59:40,0.43,0.44,24,23
15:59:41,0.4,0.41,24.25,23
15:59:42,0.43,0.46,22.25,22.75
15:59:43,0.42,0.42,24.25,23
15:59:44,0.42,0.42,25,22.75
15:59:46,0.43,0.45,23.25,22.75
15:59:46,0.43,0.45,23.75,22.75
15:59:48,0.43,0.43,24.75,23.25
15:59:49,0.4,0.41,23.75,23
15:59:50,0.44,0.46,22.75,23.25
15:59:51,0.44,0.44,24.5,23
15:59:52,0.44,0.44,24.75,23.25
15:59:53,0.35,0.36,23.75,23
15:59:54,0.3,0.31,23.25,23
15:59:55,0.43,0.43,24.75,23.25
15:59:56,0.44,0.44,24.5,23
15:59:57,0.41,0.43,23.5,22.5
15:59:58,0.44,0.46,23,23.25
15:59:59,0.44,0.44,24.75,23.5
16:00:00,0.44,0.45,24.5,23.25
16:00:01,0.44,0.46,23.25,23.25
16:00:02,0.44,0.45,23.75,23.5
16:00:03,0.43,0.43,25.25,23.25
16:00:04,0.37,0.38,24.25,23
16:00:05,0.44,0.46,22.75,22.75
16:00:06,0.45,0.46,23.75,23.25
16:00:07,0.43,0.42,25.5,23.25
16:00:08,0.44,0.45,24.25,22.75
16:00:09,0.44,0.46,22.75,23
16:00:10,0.45,0.45,24.25,23
16:00:11,0.43,0.43,25.25,23.25
16:00:12,0.44,0.45,23.75,23.25
16:00:13,0.44,0.46,23.25,23
16:00:14,0.45,0.45,25,23.5
16:00:15,0.45,0.45,24.5,23.25
16:00:16,0.44,0.46,23.25,22.75
16:00:17,0.45,0.46,23.75,23.25
16:00:18,0.35,0.35,25.25,23.25
16:00:19,0.44,0.44,24.25,23.5
16:00:20,0.45,0.47,23.25,23
16:00:21,0.45,0.45,24.5,23.25
16:00:22,0.46,0.45,25.25,22.75
16:00:23,0.45,0.46,23.75,22.75
16:00:24,0.46,0.47,24,23.5
16:00:25,0.45,0.44,25.5,23
16:00:26,0.45,0.45,24.75,23.5
16:00:27,0.45,0.46,23.5,23.5
16:00:28,0.45,0.46,24.25,23.25
16:00:29,0.44,0.44,25.5,23.5
16:00:30,0.46,0.46,24.25,23.25
16:00:31,0.41,0.42,23.5,23.25
16:00:32,0.46,0.47,24.5,23.75
16:00:33,0.46,0.46,25.25,23.5
16:00:34,0.46,0.47,23.25,23.25
16:00:35,0.46,0.47,23.75,23.75
16:00:36,0.34,0.34,25.25,23.5
16:00:37,0.45,0.45,24.5,23.25
16:00:38,0.45,0.46,23.5,23.25
16:00:39,0.46,0.47,24.5,23.75
16:00:40,0.46,0.45,25.5,23.5
16:00:41,0.46,0.47,24,23.5
16:00:42,0.46,0.47,24,23.75
16:00:43,0.44,0.44,25.5,23.75
16:00:44,0.45,0.46,24.5,23.25
16:00:45,0.46,0.47,23.25,23.75
16:00:46,0.46,0.46,25.25,23.75
16:00:47,0.46,0.46,25.25,23
16:00:48,0.46,0.47,23.75,23.75
16:00:49,0.46,0.46,24.75,24
16:00:50,0.46,0.46,25.75,23.25
16:00:51,0.46,0.46,24.5,23.25
16:00:52,0.46,0.47,23.75,23.75
16:00:53,0.47,0.47,24.75,23.75
16:00:54,0.37,0.37,25.5,23.5
16:00:55,0.46,0.47,24,23.25
16:00:56,0.47,0.47,24.5,24
16:00:57,0.47,0.46,26,23.75
16:00:58,0.49,0.5,24,23.5
16:00:59,0.49,0.5,24.25,24
16:01:00,0.48,0.47,25.75,23.75
16:01:01,0.49,0.5,24,23.5
16:01:02,0.49,0.5,24.25,24
16:01:03,0.49,0.48,25.75,24
16:01:04,0.49,0.49,24.75,23.5
16:01:05,0.49,0.5,24,23.75
16:01:06,0.49,0.48,25.5,23.75
16:01:07,0.49,0.49,24.75,23.25
16:01:08,0.49,0.5,23.75,24
16:01:09,0.49,0.48,25.5,23.75
16:01:10,0.49,0.48,25.75,24
16:01:11,0.49,0.51,23.75,23.25
16:01:12,0.49,0.49,25,24
16:01:13,0.5,0.49,26,24
16:01:14,0.49,0.5,24.25,23.5
16:01:15,0.5,0.5,24.25,24
16:01:16,0.5,0.49,25.75,24
16:01:17,0.5,0.5,25.25,23.75
16:01:18,0.5,0.51,24,24
16:01:19,0.5,0.5,25,24.5
16:01:20,0.5,0.49,26,24
16:01:21,0.5,0.5,24.75,24
16:01:22,0.5,0.51,24.25,23.5
16:01:23,0.5,0.5,25.75,24
16:01:24,0.51,0.5,25.25,23.75
16:01:25,0.5,0.51,24,24
16:01:26,0.5,0.5,25.25,24.25
16:01:27,0.51,0.5,26,24.25
16:01:28,0.51,0.51,24.75,24
16:01:29,0.51,0.52,24,23.75
16:01:30,0.49,0.49,25.5,24.25
16:01:31,0.51,0.5,25.5,24
16:01:32,0.51,0.51,24.25,23.25
16:01:33,0.51,0.51,25,24.25
16:01:34,0.51,0.5,26,24
16:01:35,0.51,0.51,25.25,23.75
16:01:36,0.51,0.52,23.75,24.25
16:01:37,0.51,0.51,25.5,24.5
16:01:38,0.52,0.51,26.25,23.75
16:01:39,0.51,0.52,24.75,23.75
16:01:40,0.51,0.52,24.25,24.25
