Time,Conductivity (mS),Conductivity @25*C (mS),Temperature_1,Temperature_2
16:46:38,0.43,0.45,21.75,21.75
16:46:44,0.43,0.45,22.00,21.50
16:46:50,0.43,0.46,22.00,22.00
16:46:56,0.43,0.45,21.75,21.50
16:47:02,0.43,0.45,22.25,21.75
16:47:08,0.43,0.45,22.25,21.25
16:47:14,0.43,0.45,22.50,22.00
16:47:20,0.43,0.45,22.50,22.00
16:47:26,0.43,0.45,21.75,21.75
16:47:32,0.43,0.45,22.00,21.50
16:47:38,0.42,0.45,22.00,22.00
16:47:44,0.42,0.45,22.25,21.50
16:47:50,0.43,0.45,22.25,21.75
16:47:56,0.43,0.45,22.25,21.25
16:48:02,0.43,0.46,22.00,21.50
16:48:08,0.44,0.46,22.25,22.00
16:48:14,0.44,0.47,22.25,21.75
16:48:20,0.46,0.48,22.25,21.50
16:48:26,0.47,0.50,22.00,21.75
16:48:32,0.48,0.51,22.25,21.75
16:48:38,0.50,0.53,22.00,21.50
16:48:44,0.52,0.55,21.75,21.25
16:48:50,0.54,0.57,22.25,21.25
16:48:56,0.56,0.59,22.00,21.75
16:49:02,0.58,0.61,22.25,21.75
16:49:08,0.60,0.63,22.25,21.25
16:49:14,0.61,0.65,22.50,21.75
16:49:20,0.63,0.67,22.25,21.75
16:49:26,0.65,0.69,22.00,21.75
16:49:32,0.67,0.71,22.00,21.25
16:49:38,0.68,0.72,22.50,22.00
16:49:44,0.70,0.74,21.75,21.75
16:49:50,0.71,0.75,22.25,21.50
16:49:56,0.72,0.76,22.25,21.75
16:50:02,0.72,0.77,22.00,21.75
16:50:08,0.74,0.78,22.00,22.00
16:50:14,0.74,0.78,22.25,21.25
16:50:20,0.75,0.79,22.25,21.50
16:50:26,0.75,0.80,21.75,22.00
16:50:32,0.76,0.80,22.25,21.75
16:50:38,0.77,0.81,22.00,21.50
16:50:44,0.77,0.81,22.25,22.00
16:50:50,0.77,0.81,22.25,21.75
16:50:56,0.77,0.82,22.00,21.25
16:51:02,0.77,0.82,22.00,21.50
16:51:08,0.77,0.81,22.25,21.75
16:51:14,0.77,0.82,22.00,21.50
16:51:20,0.77,0.83,21.50,22.00
16:51:26,0.77,0.82,22.00,21.75
16:51:32,0.77,0.82,21.75,21.75
16:51:38,0.77,0.82,22.00,21.75
16:51:44,0.77,0.82,22.00,21.50
16:51:50,0.78,0.83,21.75,21.50
16:51:56,0.77,0.82,22.00,21.50
16:52:02,0.77,0.82,22.25,21.50
16:52:08,0.77,0.82,21.75,22.00
16:52:14,0.78,0.82,22.25,21.50
16:52:20,0.77,0.82,21.50,21.50
16:52:26,0.78,0.82,22.25,21.75
16:52:32,0.78,0.82,22.25,21.75
16:52:38,0.77,0.82,21.50,21.50
16:52:44,0.77,0.82,22.25,21.75
16:52:50,0.77,0.81,22.25,21.75
16:52:56,0.78,0.82,22.25,21.75
16:53:02,0.77,0.81,22.50,21.75
16:53:08,0.78,0.82,22.50,21.50
16:53:14,0.78,0.82,22.00,21.25
16:53:20,0.77,0.81,22.25,21.00
16:53:26,0.77,0.82,22.25,21.50
16:53:32,0.78,0.82,22.00,21.75
16:53:38,0.77,0.81,22.50,21.50
16:53:44,0.77,0.82,22.00,21.50
16:53:50,0.77,0.81,22.25,22.00
16:53:56,0.77,0.82,22.25,21.75
16:54:02,0.77,0.82,22.00,21.50
16:54:08,0.77,0.81,22.25,21.75
16:54:14,0.77,0.82,22.00,21.50
16:54:20,0.77,0.81,22.50,21.50
16:54:26,0.77,0.81,22.00,21.75
16:54:32,0.77,0.81,22.50,22.00
16:54:38,0.77,0.82,21.75,21.25
16:54:44,0.77,0.82,22.00,21.50
16:54:50,0.77,0.81,22.25,21.50
16:54:56,0.77,0.82,21.75,21.75
16:55:02,0.77,0.81,22.25,21.25
16:55:08,0.77,0.81,22.25,21.50
16:55:14,0.77,0.81,22.00,21.50
16:55:20,0.77,0.81,22.00,21.75
16:55:26,0.76,0.80,22.25,21.75
16:55:32,0.77,0.82,22.00,22.00
16:55:38,0.77,0.81,22.00,22.00
16:55:44,0.77,0.82,21.75,22.00
16:55:50,0.77,0.81,22.25,21.75
16:55:56,0.77,0.81,22.00,22.00
16:56:02,0.77,0.81,22.25,22.00
16:56:08,0.77,0.83,21.25,21.50
16:56:14,0.77,0.82,21.75,21.50
16:56:20,0.77,0.81,22.25,21.00
16:56:26,0.77,0.81,22.25,22.00
16:56:32,0.77,0.81,22.25,21.75
16:56:38,0.76,0.81,21.75,22.00
16:56:44,0.75,0.79,22.50,21.50
16:56:50,0.75,0.80,22.00,21.75
16:56:56,0.74,0.78,22.25,21.75
16:57:02,0.72,0.76,22.25,21.25
16:57:08,0.71,0.76,21.75,21.75
16:57:14,0.70,0.75,21.25,21.50
16:57:20,0.69,0.73,22.00,21.75
16:57:26,0.68,0.71,22.50,21.75
16:57:32,0.67,0.72,21.75,22.25
16:57:38,0.67,0.71,21.75,22.00
16:57:44,0.66,0.70,22.25,21.50
16:57:50,0.66,0.70,22.25,21.75
16:57:56,0.66,0.70,22.00,21.75
16:58:02,0.47,0.50,22.00,21.50
16:58:08,0.46,0.49,22.25,21.75
16:58:14,0.46,0.48,22.25,21.75
16:58:20,0.45,0.48,22.50,21.50
16:58:26,0.45,0.48,22.25,21.75
16:58:32,0.45,0.47,22.25,21.50
16:58:38,0.45,0.47,22.25,21.75
16:58:44,0.44,0.47,22.25,22.00
16:58:50,0.44,0.47,22.00,21.75
16:58:56,0.44,0.46,22.25,21.50
16:59:02,0.43,0.46,22.25,21.75
16:59:08,0.43,0.46,22.25,21.75
16:59:14,0.43,0.46,22.25,21.25
16:59:20,0.43,0.45,22.50,21.75
16:59:26,0.42,0.45,22.25,21.50
16:59:32,0.43,0.45,22.00,21.50
16:59:38,0.42,0.45,22.25,21.75
16:59:44,0.42,0.45,22.25,21.75
16:59:50,0.42,0.45,21.75,21.50
16:59:56,0.42,0.44,22.25,21.75
17:00:02,0.42,0.44,22.25,21.50
17:00:08,0.42,0.44,22.25,21.75
17:00:14,0.42,0.44,22.25,21.25
17:00:20,0.42,0.44,22.25,22.00
17:00:26,0.42,0.45,22.00,21.75
17:00:32,0.42,0.44,22.25,21.75
17:00:38,0.42,0.44,22.00,21.75
17:00:44,0.42,0.44,22.25,21.75
17:00:50,0.42,0.44,22.00,21.50
17:00:56,0.42,0.44,22.25,21.50
17:01:02,0.42,0.44,22.25,21.50
17:01:08,0.42,0.45,21.75,21.25
17:01:14,0.42,0.45,21.50,21.75
17:01:20,0.42,0.44,22.00,22.00
17:01:26,0.42,0.44,22.25,21.75
17:01:32,0.42,0.44,21.75,22.00
17:01:38,0.42,0.44,22.50,22.00
17:01:44,0.42,0.44,22.75,21.75
17:01:50,0.42,0.44,22.25,22.00
17:01:56,0.42,0.44,22.25,21.75
17:02:02,0.42,0.44,22.25,21.25
17:02:08,0.42,0.44,22.50,22.00
17:02:14,0.42,0.44,22.25,21.50
17:02:20,0.42,0.44,22.25,21.25
17:02:26,0.42,0.44,22.50,21.75
17:02:32,0.42,0.44,22.25,21.75
17:02:38,0.42,0.44,22.25,21.75
17:02:44,0.42,0.44,22.25,22.00
17:02:50,0.42,0.44,22.25,21.75
17:02:56,0.42,0.44,22.25,21.25
17:03:02,0.42,0.44,22.25,22.00
17:03:08,0.43,0.45,22.00,21.75
17:03:14,0.44,0.47,22.25,21.50
17:03:20,0.47,0.50,21.75,22.00
17:03:26,0.50,0.52,22.50,21.50
17:03:32,0.53,0.56,22.00,21.75
17:03:38,0.56,0.59,22.25,21.50
17:03:44,0.60,0.64,21.75,22.00
17:03:50,0.63,0.66,22.50,22.00
17:03:56,0.65,0.69,22.50,21.75
17:04:02,0.67,0.71,22.00,21.25
17:04:08,0.69,0.73,21.75,21.50
17:04:14,0.71,0.75,22.25,21.50
17:04:20,0.72,0.76,22.50,22.00
17:04:26,0.73,0.77,22.50,21.75
17:04:32,0.74,0.78,22.50,21.75
17:04:38,0.75,0.79,22.25,22.00
17:04:44,0.75,0.80,22.00,22.00
17:04:50,0.75,0.80,22.25,21.75
17:04:56,0.76,0.80,22.00,22.00
17:05:02,0.76,0.79,22.75,22.00
17:05:08,0.76,0.80,22.25,22.00
17:05:14,0.76,0.80,22.25,22.00
17:05:20,0.76,0.80,22.50,22.00
17:05:26,0.77,0.81,22.25,21.50
17:05:32,0.76,0.80,22.25,22.25
17:05:38,0.76,0.80,22.25,22.00
17:05:44,0.76,0.80,22.50,22.00
17:05:50,0.76,0.80,22.50,22.25
17:05:56,0.75,0.79,22.50,22.25
17:06:02,0.75,0.79,22.25,22.00
17:06:08,0.76,0.80,22.50,21.50
17:06:14,0.76,0.81,22.00,22.25
17:06:20,0.75,0.79,22.50,22.00
17:06:26,0.76,0.80,22.50,22.25
17:06:32,0.76,0.80,22.50,21.75
17:06:38,0.75,0.79,22.50,22.00
17:06:44,0.76,0.80,22.25,22.00
17:06:50,0.75,0.79,22.50,22.00
17:06:56,0.76,0.79,22.75,21.75
17:07:02,0.75,0.80,22.00,21.75
17:07:08,0.75,0.79,22.75,22.00
17:07:14,0.76,0.81,22.00,22.00
17:07:20,0.76,0.80,22.50,22.00
17:07:26,0.76,0.80,22.50,22.00
17:07:32,0.75,0.78,22.75,21.75
17:07:38,0.75,0.79,22.50,22.25
17:07:44,0.75,0.79,22.50,22.00
17:07:50,0.75,0.79,22.50,22.00
17:07:56,0.75,0.79,22.25,21.50
17:08:02,0.75,0.80,22.25,21.75
17:08:08,0.75,0.80,22.00,22.25
17:08:14,0.75,0.79,22.50,21.75
17:08:20,0.76,0.80,22.25,22.00
17:08:26,0.76,0.80,22.25,22.25
17:08:32,0.75,0.79,22.50,22.00
17:08:38,0.75,0.79,22.50,22.00
17:08:44,0.75,0.80,22.25,22.00
17:08:50,0.75,0.80,22.00,22.25
17:08:56,0.76,0.80,22.50,21.50
17:09:02,0.75,0.79,22.50,22.00
17:09:08,0.75,0.80,22.00,21.75
17:09:15,0.75,0.80,22.00,22.00
17:09:20,0.76,0.80,22.50,21.25
17:09:26,0.75,0.79,22.50,22.25
17:09:32,0.75,0.80,22.25,22.00
17:09:38,0.75,0.79,22.50,21.75
17:09:44,0.75,0.79,22.50,22.00
17:09:50,0.76,0.80,22.50,22.25
17:09:56,0.76,0.80,22.50,22.25
17:10:02,0.75,0.79,22.50,22.25
17:10:08,0.75,0.80,22.00,21.75
17:10:14,0.75,0.80,22.00,21.75
17:10:20,0.75,0.80,22.25,22.00
17:10:26,0.75,0.79,22.50,21.75
17:10:32,0.75,0.79,22.50,21.75
17:10:38,0.75,0.80,22.25,22.00
17:10:44,0.75,0.79,22.50,22.00
17:10:50,0.75,0.79,22.50,22.00
17:10:56,0.75,0.80,22.00,22.00
17:11:02,0.76,0.80,22.25,22.00
17:11:08,0.75,0.79,22.50,22.00
17:11:14,0.75,0.79,22.00,21.75
17:11:20,0.74,0.78,22.50,22.00
17:11:26,0.72,0.76,22.50,21.75
17:11:33,0.71,0.74,22.50,22.00
17:11:38,0.67,0.71,22.50,22.25
17:11:44,0.64,0.68,22.00,22.00
17:11:50,0.61,0.64,22.50,21.50
17:11:56,0.58,0.61,22.25,22.00
17:12:02,0.55,0.58,22.00,22.50
17:12:08,0.52,0.55,22.25,22.25
17:12:14,0.50,0.53,22.25,22.25
17:12:20,0.48,0.51,22.25,21.50
17:12:26,0.46,0.49,22.25,22.00
17:12:32,0.45,0.48,22.00,22.25
17:12:38,0.44,0.46,22.25,22.00
17:12:44,0.43,0.45,22.00,22.00
17:12:50,0.42,0.44,22.25,22.00
17:12:56,0.42,0.44,22.50,21.50
17:13:02,0.41,0.43,22.50,22.00
17:13:08,0.41,0.43,22.25,22.00
17:13:14,0.41,0.43,22.50,21.75
17:13:20,0.41,0.43,22.50,22.00
17:13:26,0.41,0.42,23.00,21.75
17:13:32,0.41,0.43,22.75,21.75
17:13:38,0.41,0.43,22.50,21.75
17:13:44,0.41,0.43,22.50,21.75
17:13:50,0.41,0.43,22.50,21.75
17:13:56,0.41,0.43,22.50,22.00
17:14:02,0.41,0.43,22.25,21.75
17:14:08,0.41,0.43,22.50,22.00
17:14:14,0.41,0.43,22.50,21.50
17:14:20,0.41,0.43,22.25,22.00
17:14:26,0.41,0.43,22.25,21.75
17:14:32,0.41,0.43,22.00,22.00
17:14:38,0.41,0.43,22.50,22.00
17:14:44,0.41,0.43,22.50,22.00
17:14:50,0.41,0.43,22.50,22.00
17:14:56,0.41,0.43,22.25,21.75
17:15:02,0.41,0.42,22.75,22.00
17:15:08,0.41,0.43,22.25,21.75
17:15:14,0.40,0.42,22.50,22.00
17:15:20,0.40,0.43,22.25,21.75
17:15:26,0.40,0.42,22.50,22.25
17:15:32,0.40,0.42,22.50,22.00
17:15:38,0.40,0.42,22.75,22.00
17:15:44,0.40,0.42,22.75,22.00
17:15:50,0.41,0.43,22.25,21.75
17:15:56,0.40,0.42,22.50,22.00
17:16:02,0.40,0.42,22.25,22.00
17:16:08,0.40,0.42,22.25,21.50
17:16:15,0.40,0.42,22.50,21.00
17:16:20,0.40,0.42,22.75,22.00
17:16:26,0.40,0.42,22.25,22.00
17:16:32,0.40,0.42,22.50,22.00
17:16:38,0.40,0.42,22.50,21.25
17:16:44,0.40,0.42,22.25,22.00
17:16:50,0.40,0.42,22.75,21.50
17:16:56,0.40,0.42,22.25,21.75
17:17:02,0.40,0.42,22.00,22.00
17:17:08,0.40,0.42,22.25,21.75
17:17:14,0.40,0.42,22.50,21.75
17:17:20,0.40,0.42,22.25,21.50
17:17:26,0.40,0.42,22.25,22.00
17:17:32,0.40,0.42,22.25,22.00
17:17:38,0.40,0.42,22.25,22.00
17:17:44,0.40,0.42,22.50,22.00
17:17:50,0.40,0.42,22.50,21.75
17:17:56,0.40,0.42,22.75,22.00
17:18:02,0.40,0.42,22.00,21.75
17:18:08,0.40,0.41,22.75,22.00
17:18:14,0.39,0.41,22.50,21.75
17:18:20,0.40,0.42,22.50,22.00
17:18:26,0.39,0.41,22.50,22.00
17:18:32,0.40,0.42,22.25,22.00
17:18:38,0.39,0.42,22.25,22.00
17:18:44,0.39,0.41,22.75,21.75
17:18:50,0.39,0.41,22.50,21.25
17:18:56,0.39,0.41,22.50,22.00
17:19:02,0.39,0.42,22.25,21.50
17:19:08,0.39,0.41,22.25,22.00
17:19:14,0.39,0.41,22.50,22.00
17:19:20,0.39,0.41,22.50,21.50
17:19:26,0.39,0.42,22.00,21.75
17:19:32,0.39,0.41,22.50,21.50
17:19:38,0.39,0.41,22.50,22.25
17:19:44,0.39,0.41,22.50,22.00
17:19:50,0.39,0.41,22.25,21.75
17:19:56,0.39,0.41,21.75,22.00
