Time,Conductivity (mS),Conductivity @25*C (mS),Temperature_1,Temperature_2
15:51:23,0.63,0.65,22.75,21.75
15:51:29,0.63,0.66,22,21.5
15:51:35,0.62,0.65,22,21.5
15:51:41,0.62,0.66,21.5,21.75
15:51:47,0.61,0.64,22,21.5
15:51:53,0.61,0.65,22,22
15:52:00,0.61,0.64,22.5,21.75
15:52:05,0.61,0.64,22.25,21.25
15:52:11,0.61,0.66,21.25,21.5
15:52:17,0.61,0.65,22,21.75
15:52:23,0.61,0.65,22.5,21.5
15:52:30,0.61,0.65,22,21.75
15:52:36,0.59,0.62,22.25,21.75
15:52:41,0.6,0.64,22.25,22
15:52:47,0.54,0.57,22.5,21.75
15:52:54,0.55,0.58,22.5,21.5
15:53:00,0.55,0.59,21.75,21.75
15:53:06,0.53,0.57,22,22
15:53:11,0.54,0.57,22,21.75
15:53:18,0.53,0.56,22.75,21.25
15:53:24,0.55,0.58,22,21.5
15:53:30,0.55,0.58,22.25,21.75
15:53:36,0.49,0.51,22.75,21.75
15:53:42,0.55,0.58,22.25,21.5
15:53:48,0.55,0.59,22,21.25
15:53:54,0.56,0.59,22.25,22.25
15:54:00,0.55,0.58,22.75,22
15:54:06,0.55,0.59,22.25,21.25
15:54:12,0.56,0.59,22,21.75
15:54:18,0.56,0.6,21.75,21.25
15:54:24,0.77,0.82,22,21.25
15:54:30,0.79,0.83,22.5,21.75
15:54:36,0.81,0.87,21.25,22
15:54:42,0.81,0.87,21.75,21.25
15:54:48,0.83,0.86,22.75,21.5
15:54:54,0.84,0.9,21.75,21.75
15:55:00,0.85,0.9,22.25,21.75
15:55:06,0.87,0.91,22.25,21.5
15:55:12,0.88,0.92,22.5,21.5
15:55:18,0.88,0.93,22.25,22.25
15:55:24,0.89,0.94,22,21.5
15:55:30,0.89,0.95,22,21.75
15:55:36,0.89,0.95,22,21.75
15:55:42,0.9,0.96,22,22.25
15:55:48,0.91,0.98,21.5,22
15:55:54,0.91,0.97,22,21.75
15:56:00,0.91,0.97,22,22
15:56:06,0.92,0.97,22.25,22
15:56:12,0.92,0.97,22.25,22
15:56:18,0.92,0.97,22.25,21.75
15:56:24,0.93,0.98,22.25,21.75
15:56:30,0.94,1,22,22
15:56:36,0.94,0.99,22.25,21.5
15:56:42,0.95,1,22.25,22
15:56:48,0.95,1.01,22,21.75
15:56:54,0.95,1,22,22
15:57:00,0.96,1.01,22.25,21.75
15:57:06,0.96,1.02,22,21.75
15:57:12,0.97,1.03,22,21.5
15:57:18,0.97,1.03,22,21.75
15:57:24,0.97,1.02,22.5,21.25
15:57:30,0.98,1.05,21.75,21.25
15:57:36,0.99,1.05,22,22
15:57:42,1,1.06,22,21.75
15:57:48,1,1.05,22.5,21.5
15:57:54,1.01,1.07,22.25,21.5
15:58:00,1.02,1.09,21.75,21.5
15:58:06,1.03,1.09,22.25,21.25
15:58:12,1.04,1.09,22.5,22
15:58:18,1.04,1.1,22.25,21.75
15:58:24,1.04,1.1,22.25,21.75
15:58:30,1.04,1.11,21.75,22
15:58:36,1.06,1.12,22,21.75
15:58:42,1.06,1.12,22,21.75
15:58:48,1.07,1.13,22.25,21.75
15:58:54,1.07,1.14,21.75,21.75
15:59:00,1.07,1.13,22.25,21.5
15:59:06,1.09,1.15,22.25,21.25
15:59:12,1.08,1.13,22.5,21.75
15:59:18,1.09,1.15,22.5,21.25
15:59:24,1.09,1.15,22.25,21.5
15:59:30,1.09,1.15,22.25,21.25
15:59:36,1.11,1.17,22.25,21
15:59:42,1.09,1.15,22.25,21.5
15:59:48,1.11,1.17,22.25,21.75
15:59:54,1.11,1.17,22,21.75
16:00:00,1.13,1.2,22,21.75
16:00:06,1.13,1.18,22.5,21.75
16:00:12,1.13,1.2,22,21.5
16:00:18,1.13,1.18,22.5,21.5
16:00:24,1.13,1.21,21.75,21.25
16:00:30,1.13,1.19,22.5,21.5
16:00:36,1.14,1.22,21.75,21.5
16:00:42,1.13,1.19,22.5,21.5
16:00:48,1.13,1.2,22.25,21.5
16:00:54,1.15,1.2,22.5,21.75
16:01:00,1.15,1.22,22.25,21.75
16:01:06,1.15,1.22,22,21.75
16:01:12,1.15,1.22,22,21.5
16:01:18,1.17,1.23,22.25,21.75
16:01:24,1.16,1.23,22,21
16:01:30,1.17,1.24,21.75,21.5
16:01:36,1.17,1.23,22.25,21.5
16:01:42,1.17,1.25,21.5,21.5
16:01:48,1.17,1.24,21.75,21.25
16:01:54,1.18,1.24,22.5,21.75
16:02:00,1.18,1.24,22.25,21.75
16:02:06,1.18,1.24,22.25,21.75
16:02:12,1.18,1.25,22,21.25
16:02:18,1.19,1.25,22.5,21.75
16:02:24,1.19,1.25,22.5,21.25
16:02:30,1.2,1.26,22.75,21.5
16:02:36,1.2,1.26,22.25,22
16:02:42,1.2,1.26,22.5,21.75
16:02:48,1.21,1.28,22.25,21.25
16:02:54,1.2,1.26,22.5,21.5
16:03:00,1.2,1.26,22.75,21.75
16:03:07,1.21,1.28,22.25,21.5
16:03:12,1.22,1.28,22.25,21.75
16:03:18,1.21,1.28,22.25,21.5
16:03:24,1.21,1.28,22,21.75
16:03:30,0.4,0.42,22.5,22
16:03:36,1.27,1.33,22.75,21.75
16:03:42,1.3,1.38,22,22
16:03:48,1.29,1.36,22,21.25
16:03:54,1.3,1.36,22.75,22
16:04:00,1.29,1.35,22.75,21.5
16:04:06,1.29,1.34,22.75,21.75
16:04:12,1.29,1.36,22.5,21.75
16:04:18,1.29,1.36,22.25,21.75
16:04:24,1.3,1.37,22.5,21.5
16:04:30,1.3,1.38,22,22
16:04:36,1.31,1.37,22.5,21.75
16:04:42,1.3,1.37,22.5,21.25
16:04:48,1.31,1.39,22,21.75
16:04:54,1.32,1.38,22.5,22
16:05:00,1.31,1.37,22.5,21.5
16:05:06,1.32,1.38,22.5,21.5
16:05:12,1.32,1.39,22,21.5
16:05:18,1.31,1.38,22.25,22
16:05:24,1.31,1.38,22.25,21.75
16:05:30,1.32,1.4,22.25,21.25
16:05:36,1.32,1.37,22.75,21.5
16:05:42,1.32,1.39,22.5,22
16:05:48,1.32,1.38,22.75,21.75
16:05:54,1.34,1.4,22.75,21.5
16:06:00,1.32,1.39,22.5,21.5
16:06:06,1.33,1.4,22.5,21.5
16:06:12,1.33,1.4,22.5,21.25
16:06:18,1.33,1.39,22.75,21.75
16:06:24,1.33,1.4,22.25,21.5
16:06:30,1.34,1.41,22.25,21.75
16:06:36,1.33,1.4,22.5,21.75
16:06:42,1.34,1.42,22,21.75
16:06:49,1.34,1.41,22.25,21.75
16:06:54,1.35,1.42,22.5,21.5
16:07:00,1.33,1.41,22,21.5
16:07:06,1.35,1.41,22.5,21.5
16:07:12,1.35,1.42,22.5,21.5
16:07:18,1.35,1.41,22.5,21.75
16:07:24,1.36,1.44,22.25,21.75
16:07:30,1.34,1.42,22,21.75
16:07:36,1.35,1.44,21.75,21.5
16:07:42,1.35,1.41,22.5,21.5
16:07:48,1.36,1.44,22,21.5
16:07:54,1.36,1.43,22.5,21.25
16:08:00,1.35,1.44,22,21.25
16:08:06,1.35,1.43,22.25,21.25
16:08:12,1.36,1.43,22.5,21.5
16:08:18,1.35,1.43,22.25,21.5
16:08:24,1.35,1.41,22.5,21.75
16:08:30,1.36,1.44,22.25,21.25
16:08:36,1.35,1.44,22,21.5
16:08:42,1.36,1.44,22.25,22.25
16:08:48,1.37,1.44,22.5,21.75
16:08:54,1.36,1.43,22.5,21.25
16:09:00,1.36,1.44,22,21
16:09:06,1.37,1.43,22.75,21.75
16:09:12,1.37,1.45,22,21.75
16:09:18,1.37,1.43,22.75,21.75
16:09:24,1.37,1.45,22,21.5
16:09:30,1.37,1.44,22.5,21.75
16:09:36,1.36,1.46,21.5,21.75
16:09:42,1.39,1.46,22.5,21.5
16:09:48,1.39,1.47,22,21.5
16:09:54,1.38,1.46,22,21.25
16:10:00,1.39,1.47,22.25,21.75
16:10:06,1.39,1.47,22,22
16:10:12,1.37,1.44,22.5,21.5
16:10:18,1.39,1.45,22.5,21.75
16:10:24,1.38,1.47,21.75,21.75
16:10:30,1.37,1.44,22.5,21.75
16:10:36,1.38,1.45,22.25,21.5
16:10:42,1.39,1.46,22.5,21.25
16:10:48,1.39,1.45,22.5,21.5
16:10:54,1.36,1.43,22.5,21.5
16:11:00,1.38,1.45,22.25,21
16:11:06,1.39,1.47,22.25,21.75
16:11:12,1.39,1.47,22,22.25
16:11:18,1.39,1.47,22.25,21.75
16:11:24,1.4,1.48,22.25,21.5
16:11:30,1.39,1.46,22.25,21.75
16:11:36,1.39,1.45,22.5,21.75
16:11:42,1.38,1.45,22.5,21.5
16:11:48,1.39,1.45,22.75,21.5
16:11:54,1.39,1.47,22.25,21.5
16:12:00,1.39,1.47,22.25,21.5
16:12:06,1.39,1.49,21.5,21.75
16:12:12,1.4,1.48,22.25,21.75
16:12:18,1.38,1.45,22.25,21.75
16:12:24,1.39,1.48,22,21.25
16:12:30,1.39,1.45,22.5,22
16:12:36,1.39,1.49,21.75,21.5
16:12:42,1.39,1.46,22.25,21.5
16:12:48,1.39,1.47,22.25,21.75
16:12:54,1.39,1.48,21.75,21.5
16:13:00,1.39,1.45,22.5,21.25
16:13:06,1.39,1.46,22.25,21.5
16:13:12,1.39,1.46,22.75,21.5
16:13:18,1.39,1.48,22,21.25
16:13:24,1.4,1.48,22.25,21.75
16:13:30,1.39,1.46,22.5,21.75
16:13:36,1.39,1.48,22,21.5
16:13:42,1.4,1.48,22.25,21.75
16:13:48,1.42,1.5,22,21.5
16:13:54,1.42,1.5,22,21.5
16:14:00,1.39,1.47,22.25,21.5
16:14:06,1.39,1.46,22.5,21.5
16:14:12,1.42,1.48,22.75,22
16:14:18,1.4,1.47,22.5,21.75
16:14:24,1.4,1.49,22,22
16:14:30,1.39,1.48,22,21.75
16:14:36,1.4,1.47,22.5,21.75
16:14:42,1.42,1.5,22.25,22
16:14:48,1.43,1.5,22.5,21.5
16:14:54,1.4,1.49,21.75,21.75
16:15:00,1.4,1.48,22.25,21.5
16:15:06,1.41,1.5,22,21.75
16:15:12,1.41,1.47,22.75,21.5
16:15:18,1.4,1.47,22.5,21.5
16:15:24,1.41,1.47,22.75,21.5
16:15:30,1.4,1.47,22.5,21.5
16:15:36,1.4,1.47,22.5,21.5
16:15:42,1.41,1.48,22.5,22
16:15:48,1.41,1.49,22.25,21.5
16:15:54,1.41,1.49,22.25,21.5
16:16:00,1.41,1.49,22.25,21.5
16:16:06,1.42,1.49,22.5,21.75
16:16:12,1.41,1.48,22.5,21.5
16:16:18,1.41,1.5,22,22
16:16:24,1.4,1.48,22.25,21.75
16:16:30,1.4,1.48,22.25,22
16:16:36,1.42,1.5,22,21.75
16:16:42,1.43,1.51,22,21.75
16:16:48,1.43,1.52,21.75,21.5
16:16:54,1.42,1.51,21.75,21.75
16:17:00,1.41,1.48,22.5,21.25
16:17:06,1.41,1.49,22.25,21.75
16:17:12,1.43,1.51,22.25,22
16:17:18,1.42,1.52,21.5,21.75
16:17:24,1.41,1.5,22,21.75
16:17:30,1.41,1.5,22,21.75
16:17:36,1.41,1.5,21.75,22
16:17:42,1.4,1.49,22,21.75
16:17:48,1.41,1.49,22.25,21.5
16:17:54,1.43,1.52,21.75,22
16:18:00,1.42,1.5,22,21.75
16:18:06,1.43,1.51,22,21.5
16:18:12,1.42,1.5,22,22
16:18:18,1.43,1.51,22.25,21.75
16:18:24,1.43,1.51,22.25,21.25
16:18:30,1.42,1.49,22.5,21.75
16:18:36,1.42,1.49,22.5,21.75
16:18:42,1.42,1.49,22.5,21.5
16:18:48,1.42,1.48,22.75,21.75
16:18:54,1.42,1.49,22.5,21.25
16:19:00,1.42,1.49,22.5,21.5
16:19:06,1.42,1.48,22.75,21.25
16:19:12,1.42,1.5,22.25,21.5
16:19:18,1.42,1.5,22.25,21.75
16:19:24,1.43,1.51,22.25,21.5
16:19:30,1.42,1.52,21.5,22
16:19:36,1.43,1.51,22,21.75
16:19:42,1.43,1.51,22,21.25
16:19:48,1.44,1.51,22.5,21.5
16:19:54,1.41,1.48,22.5,21.75
16:20:00,1.44,1.52,22,21.5
16:20:06,1.44,1.51,22.5,21.75
16:20:12,1.43,1.51,22,21.5
16:20:18,1.42,1.5,22.25,21.75
16:20:24,1.43,1.51,22,21
16:20:30,1.44,1.51,22.25,21.75
16:20:36,1.44,1.51,22.5,21.5
16:20:42,1.44,1.52,22.5,21.75
16:20:48,1.43,1.5,22.5,21.75
16:20:54,1.44,1.51,22.25,21
16:21:00,1.44,1.51,22.25,21.5
16:21:06,1.44,1.51,22.5,21.5
16:21:12,1.43,1.51,22.25,21.5
16:21:18,1.43,1.51,22.25,21.25
16:21:24,1.44,1.52,22.25,21.75
16:21:30,1.43,1.51,22.25,21.5
16:21:36,1.43,1.51,22,21.5
16:21:42,1.44,1.51,22.5,21.25
16:21:49,1.44,1.51,22.25,21.5
16:21:54,1.44,1.51,22.25,21.25
16:22:00,1.44,1.51,22.5,21.5
16:22:06,1.42,1.5,22.25,21.75
